"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real"
"283601",512935426,"Help THE WALLBURDS finish their first album!","Music","Music","USD","12/31/2012",3000,"11/16/2012 20:19",3015,"successful",23,"US",3015,3015,3000
"336807",785438605,"WrangerTang feature comedy film (Canceled)","Comedy","Film & Video","AUD","2/25/2016",15000,"1/26/2016 17:23",0,"canceled",0,"AU",0,0,10807.7
"125337",1636276826,"Reaching Dawn to record and release first single","Rock","Music","USD","7/26/2012",3000,"6/26/2012 19:47",1200,"failed",15,"US",1200,1200,3000
"227910",228813312,"COMIDAS LO NUESTRO","Food","Food","USD","8/24/2015",15000,"6/25/2015 19:58",0,"failed",0,"US",0,0,15000
"53177",1270786295,"Hadali Toys - Magnetic Toy Construction Blocks","Puzzles","Games","USD","7/25/2017",150000,"5/26/2017 22:42",203,"failed",4,"US",64,203,150000
"82268",1418274162,"Beautiful & Unique ""Micro Paintings""","Painting","Art","USD","4/1/2016",3850,"3/2/2016 18:17",1627,"failed",16,"US",1627,1627,3850
"356261",884566666,"Around the World For $80: You May Win a Free Overseas Trip!","Journalism","Journalism","USD","12/13/2009",2500,"9/15/2009 5:43",0,"failed",0,"US",0,0,2500
"116860",1593671944,"American Odyssey - A New Media Road Trip","Film & Video","Film & Video","USD","4/22/2011",15000,"2/28/2011 20:01",825,"failed",3,"US",825,825,15000
"66123",1336302907,"Cracker Clams is growing... OYSTERS!!","Food","Food","USD","12/27/2012",4800,"11/27/2012 1:48",1255,"failed",10,"US",1255,1255,4800
"372542",968528652,"Call of the Snow Goose","Film & Video","Film & Video","CAD","6/1/2014",4800,"5/7/2014 5:04",50,"failed",3,"CA",45.57,45.77,4393.99
"58015",1295233944,"Baby Sherlock: The Crumbs of Baskerville","Children's Books","Publishing","USD","11/17/2015",5000,"10/13/2015 18:26",5201,"successful",59,"US",5201,5201,5000
"330694",75471417,"The American dream is hard to come by","Restaurants","Food","USD","1/1/2015",60000,"11/23/2014 4:35",0,"failed",0,"US",0,0,60000
"125859",1638854759,"Dark Like Me (Canceled)","Publishing","Publishing","USD","12/3/2015",520,"11/5/2015 21:45",0,"canceled",0,"US",0,0,520
"10546",1053000625,"Ella May - Originals","Music","Music","EUR","12/27/2016",530,"10/28/2016 18:48",810,"successful",25,"DE",250.63,853.82,558.67
"200564",2021299540,"LingoMagic: Interactive language learning tool for children","Children's Books","Publishing","NZD","7/14/2014",28000,"6/14/2014 22:10",10515,"failed",27,"NZ",9109.35,9128.4,24307.67
"193020",1982226576,"Fanboy Comics","Comics","Comics","USD","12/5/2017",200,"10/21/2017 23:30",0,"failed",0,"US",0,0,200
"313614",667333649,"D&tD (Canceled)","Video Games","Games","USD","9/12/2011",4500,"8/10/2011 19:33",10,"canceled",1,"US",10,10,4500
"215838",2099644785,"Handmade Jewelry By Mountain Top","Jewelry","Fashion","USD","12/2/2015",2000,"10/3/2015 2:31",96,"failed",4,"US",96,96,2000
"333515",768892103,"Resurrection of the Night: Alucard's Elegy","Video Games","Games","USD","11/27/2017",30000,"10/30/2017 18:15",30829,"successful",533,"US",140,30829,30000
"20983",1106375923,"PATIENCE","Fiction","Publishing","USD","3/26/2017",375,"3/19/2017 1:42",495,"successful",125,"US",366,495,375
"192466",1979330873,"Axis Game Factory - dream, build, create and play!","Video Games","Games","USD","2/5/2013",4e+05,"1/2/2013 18:09",25209,"failed",263,"US",25209,25209,4e+05
"114245",1580260296,"LONGCAT 3D","Video Games","Games","GBP","4/19/2013",6000,"3/27/2013 1:42",10,"failed",1,"GB",15.24,15.35,9209.94
"366916",939634509,"Bribiesca Cultural Arts Center","Painting","Art","USD","1/14/2016",20000,"12/15/2015 19:58",105,"failed",2,"US",105,105,20000
"194112",1988172866,"Come Together - A Painting People Collaboration","Painting","Art","GBP","7/3/2013",2000,"6/3/2013 14:38",0,"failed",0,"GB",0,0,2994.15
"59054",1300353914,"Talking With the Taxman About Poetry  |  A Feature Film","Film & Video","Film & Video","USD","12/22/2010",2000,"11/7/2010 12:29",395,"failed",7,"US",395,395,2000
"85306",1433873958,"Saga of the Northmen board game","Tabletop Games","Games","USD","10/14/2016",5000,"9/19/2016 17:41",6709.57,"successful",230,"US",250,6709.57,5000
"304858",622351610,"Bastards of Misrepresentation: New York Edition","Art","Art","USD","12/13/2012",12000,"10/15/2012 20:58",14040,"successful",30,"US",14040,14040,12000
"361640",912720734,"Royal Windsor - Images of a bygone era","Photography","Photography","GBP","4/30/2013",3500,"3/26/2013 0:51",425,"failed",14,"GB",647.27,661.07,5444.08
"137043",1695945477,"Designing Hope For Chicago","Graphic Design","Design","USD","1/9/2015",500,"12/10/2014 21:58",925,"successful",14,"US",925,925,500
"249596",339458583,"How to lose 40 lbs with food you love.","Nonfiction","Publishing","CAD","9/8/2014",5000,"7/10/2014 10:47",0,"failed",0,"CA",0,0,4521.2
"42012",1213846658,"Clic","Software","Technology","USD","3/22/2015",50000,"1/21/2015 1:24",1,"failed",1,"US",1,1,50000
"76918",1391296725,"TradeBookz","Apps","Technology","USD","1/21/2018",33000,"12/12/2017 0:16",50,"live",1,"US",0,50,33000
"221177",2126579171,"Four Three Two One Zero Dollar Budget","Nonfiction","Publishing","USD","7/13/2013",9250,"6/13/2013 19:38",145,"failed",6,"US",145,145,9250
"298600",590641936,"CTS Golf - Designer golf towels! More designs to follow.","Product Design","Design","USD","1/5/2015",7500,"11/21/2014 20:41",301,"failed",4,"US",301,301,7500
"352970",868214990,"""Don't Be a Loser"" - Ridiculously Fun Party Board Game","Tabletop Games","Games","USD","11/21/2014",20000,"10/7/2014 4:29",20308.36,"successful",249,"US",20308.36,20308.36,20000
"221479",2128259139,"It Is My Dream To Bring Knife Party To Philadelphia","Electronic Music","Music","USD","3/4/2015",45000,"2/2/2015 21:02",0,"failed",0,"US",0,0,45000
"113936",1578694118,"College Underground, The New App For Social Broadcasting","Apps","Technology","USD","4/18/2016",50000,"3/4/2016 4:02",0,"canceled",0,"US",0,0,50000
"352760",867169530,"Leonard - The Story of Salvation Mountain & Leonard Knight","Film & Video","Film & Video","USD","5/15/2012",70000,"4/5/2012 7:40",3825,"failed",50,"US",3825,3825,70000
"62869",1319638555,"Samurai Blues","Film & Video","Film & Video","USD","1/16/2016",2873,"12/17/2015 6:47",80,"undefined",0,"N,0""",NA,80,2873
"220706",2124092590,"Gamma Hungry: Nuclear Waste Clean Up With Synthetic Biology","Technology","Technology","USD","6/27/2014",110000,"6/2/2014 16:20",5787,"failed",78,"US",5787,5787,110000
"270146",444592016,"Heroes Hunting Video Project (Canceled)","Narrative Film","Film & Video","USD","3/26/2015",10000,"2/24/2015 17:35",0,"canceled",0,"US",0,0,10000
"156189",1794397679,"Bidding for Gold: Documentary Following Team USA-Ultimate","Documentary","Film & Video","USD","8/6/2013",1000,"8/1/2013 18:49",1356,"successful",32,"US",1356,1356,1000
"4413",1022589171,"Raspberry Pi IoT Shield Family | Power to The Shields!","Hardware","Technology","USD","12/17/2016",50000,"11/7/2016 14:22",57442,"successful",609,"US",3171,57442,50000
"29885",115187162,"Unit 44 :: Area 51! Conspiracy! Storage Units! Humor!","Comic Books","Comics","USD","8/16/2014",2400,"7/17/2014 16:02",2800,"successful",94,"US",2800,2800,2400
"362654",917811222,"100+ Rappan Athuk Color Maps- JPEG, PSD for PFRPG, SW,& 5e","Tabletop Games","Games","USD","11/10/2017",6000,"10/6/2017 2:54",31069,"successful",358,"US",9734,31069,6000
"43263",1220193145,"Spirofont: A spirograph inspired typography set","DIY","Crafts","USD","7/21/2017",1000,"6/21/2017 21:11",20,"failed",1,"US",0,20,1000
"372830",969983237,"Notions and Such","Crafts","Crafts","USD","3/17/2016",250000,"2/17/2016 0:25",26,"failed",2,"US",26,26,250000
"176747",1899153570,"WORLD DOG - 1st US tour","World Music","Music","USD","1/18/2017",15000,"12/11/2016 6:22",804,"failed",12,"US",415,804,15000
"230007",239321654,"A Last Hope for Greeting Cards from lowkey greetings","Art","Art","USD","8/30/2013",1325,"8/8/2013 0:33",1368,"successful",25,"US",1368,1368,1325
"290629",548821070,"Sip Me Cold","Food","Food","USD","6/3/2015",50000,"4/24/2015 2:48",0,"failed",0,"US",0,0,50000
"319336",696425044,"Colors of New York - A Photo Book (Canceled)","Photobooks","Photography","GBP","3/11/2015",5250,"1/25/2015 19:38",188,"canceled",8,"GB",281.9,277.88,7759.96
"33156",1168490951,"Farming For Tomorrow, Today! (Canceled)","Farms","Food","USD","8/17/2015",22000,"7/15/2015 15:51",556,"canceled",9,"US",556,556,22000
"15526",1078516618,"Project Teldian","Film & Video","Film & Video","USD","3/26/2016",500,"3/1/2016 22:29",1,"failed",1,"US",1,1,500
"122051",1619901494,"London calling... Will Power Shakespeare Troupe!","Festivals","Theater","USD","10/26/2014",20000,"9/26/2014 14:25",25,"failed",1,"US",25,25,20000
"362647",917779173,"Pure & Simple Candles- Pure and Simple","Candles","Crafts","USD","11/19/2015",5235,"10/29/2015 6:28",96,"failed",7,"US",96,96,5235
"227627",227359346,"Helping YOU Create the Best You Possible #BeFit -- Swole co.","Apparel","Fashion","USD","3/17/2016",8000,"2/16/2016 18:20",50,"canceled",1,"US",50,50,8000
"220388",2122376477,"The Songsmiths/The Cosmopolitones - A Cappella Recordings","Music","Music","GBP","5/2/2015",2000,"4/2/2015 19:02",2130,"undefined",0,"N,0""",NA,3283.09,3082.71
"173829",1883982677,"Soul Board: A Journey Into The Art Of Shaping","Documentary","Film & Video","EUR","10/1/2015",13000,"9/1/2015 11:21",1721,"failed",30,"IT",1934.41,1920.63,14507.96
"290587",548612847,"The Farm - Cooked Up by Culinaria","Farms","Food","USD","9/27/2016",25000,"8/13/2016 17:35",1786,"failed",8,"US",0,1786,25000
"216874",2104798644,"Wingin' It (the web series)","Webseries","Film & Video","USD","3/2/2016",7500,"2/1/2016 17:30",12648,"successful",192,"US",12648,12648,7500
"129491",1657530425,"Help Austin English and The Resurrection fund a debut album!","Country & Folk","Music","USD","6/4/2012",8000,"4/5/2012 7:01",256,"failed",11,"US",256,256,8000
"170378",1866789327,"Lilly's Curse - A Student Film","Shorts","Film & Video","USD","8/18/2011",3000,"6/23/2011 21:30",360,"failed",9,"US",360,360,3000
"150065",1762648541,"Affordable OLED Lighting Product for Consumers","Technology","Technology","USD","3/24/2014",50000,"2/22/2014 4:58",7936,"failed",75,"US",7936,7936,50000
"46272",1235406181,"Bobby Lebel Orchestra A Rock and Roll Big Band Experience","Music","Music","USD","11/7/2015",15000,"10/8/2015 0:26",25,"canceled",1,"US",25,25,15000
"42063",121413118,"The Rover Pack | A Blend of Voltage & Perspective (Canceled)","Wearables","Technology","USD","6/21/2016",30000,"5/16/2016 23:44",5464,"canceled",34,"US",5464,5464,30000
"101824",1517470397,"The Man's Guide To Love Movie (Canceled)","Narrative Film","Film & Video","USD","4/20/2012",2e+05,"3/20/2012 20:40",88461.95,"canceled",202,"US",88461.95,88461.95,2e+05
"354066",873761383,"Cabal","Tabletop Games","Games","GBP","12/1/2016",500,"11/1/2016 17:54",4376,"successful",543,"GB",2368.47,5524.07,631.18
"241751",299424621,"Yorscarf - scarf it your way!","Fashion","Fashion","USD","12/1/2013",5000,"11/6/2013 16:31",1765,"failed",26,"US",1765,1765,5000
"195297",199461103,"Sport Link - Social Media Platform","Web","Technology","AUD","5/8/2015",5e+05,"4/8/2015 0:19",0,"failed",0,"AU",0,0,395632.22
"137620",1698868330,"Bosen & Suede - CYTS Tour and EP Release!","Pop","Music","USD","3/2/2012",2000,"2/1/2012 14:11",2360,"successful",70,"US",2360,2360,2000
"188657",1959975200,"FAX wants to press Zig Zag, his latest release, into a limited double vinyl album.","Music","Music","USD","9/12/2010",5000,"7/14/2010 6:50",280,"failed",8,"US",280,280,5000
"203607",2036950103,"SQUID: Open Source Compiler & IDE for the Ada 2012 Language","Software","Technology","USD","4/17/2014",7000,"3/18/2014 18:29",156,"failed",4,"US",156,156,7000
"326288",73186870,"Best New Comic Artist! (Canceled)","Comics","Comics","USD","8/4/2014",2500,"6/5/2014 21:43",200,"canceled",6,"US",200,200,2500
"70751",1360109409,"Render","Shorts","Film & Video","USD","5/1/2012",3000,"3/2/2012 22:17",3093.37,"successful",18,"US",3093.37,3093.37,3000
"277799",483473937,"OrbitBeam | Bring iPhone Screens to Life Anywhere Anytime.","Gadgets","Technology","USD","12/24/2017",30000,"11/14/2017 14:03",32165,"successful",51,"US",14556,32165,30000
"341267",808244722,"The Mentor","Shorts","Film & Video","GBP","5/12/2014",12000,"4/2/2014 23:12",291,"failed",14,"GB",484.84,489.14,20170.78
"98969",1502368225,"Abled & Disabled in Black & White","Photography","Photography","USD","12/30/2011",3000,"10/30/2011 23:32",0,"failed",0,"US",0,0,3000
"174179",1885705446,"Chopped miniature Lego replica","Art","Art","USD","2/16/2016",250,"1/27/2016 18:53",0,"failed",0,"US",0,0,250
"158011",1803769640,"An international bestseller semi-fiction crime novel","Fiction","Publishing","NOK","12/22/2014",7e+05,"10/23/2014 21:02",0,"failed",0,"NO",0,0,93467.93
"376401",9884556,"My Child Lebensborn: A nurture game about emotional survival","Mobile Games","Games","NOK","4/18/2017",1e+05,"3/16/2017 18:00",129040,"successful",366,"NO",2396.91,14927.58,11568.18
"232577",252041130,"Brown University's Bear Necessities Album 2015","Music","Music","USD","4/25/2015",3500,"3/16/2015 20:46",6870,"undefined",0,"N,0""",NA,6870,3500
"336398",783454752,"“PROSPECT AVENUE” - Rabbi Darkside's new solo album.","Hip-Hop","Music","USD","3/31/2013",10000,"3/1/2013 19:02",12500,"successful",223,"US",12500,12500,10000
"331217",757366969,"Bakjax Detachable iPhone/iPod/Smartphone Pocket","Product Design","Design","USD","11/15/2012",8500,"10/16/2012 1:09",987,"failed",39,"US",987,987,8500
"298424",58974505,"Partake Brewing. Alcohol Free. Beer Lover Approved.","Drinks","Food","CAD","4/28/2017",10000,"3/28/2017 15:43",28393.5,"successful",518,"CA",12714.78,20808.72,7328.69
"81948",1416605887,"""Geek In Wolf's Clothing""","Shorts","Film & Video","USD","10/11/2013",5000,"9/11/2013 0:21",1372.34,"failed",21,"US",1372.34,1372.34,5000
"372440",967938750,"baked pugtato","Food Trucks","Food","CAD","10/20/2014",25000,"8/21/2014 1:19",0,"failed",0,"CA",0,0,22301.52
"67426",13431700,"Billy Walton Band","Rock","Music","USD","10/14/2011",6500,"9/14/2011 4:35",7020,"successful",54,"US",7020,7020,6500
"218772",2114350741,"wedoc.de - sei mehr als nur ein Fließbandprodukt der Ärzte","Web","Technology","EUR","10/23/2016",1000,"8/24/2016 10:11",1,"failed",1,"DE",0,1.09,1092.2
"101162",1513897175,"Relationships","Fiction","Publishing","USD","4/5/2013",250,"3/6/2013 1:10",572,"successful",9,"US",572,572,250
"287050",530446727,"Dodging Knives and Throwing Bullets: Dark Art & Inspiration","Art Books","Publishing","USD","10/6/2017",9400,"9/7/2017 10:18",12501,"successful",152,"US",510,12501,9400
"87953",1447100102,"The Waiting Room's Theatrical Release","Documentary","Film & Video","USD","7/29/2012",75000,"6/29/2012 19:32",78103.5,"successful",801,"US",78103.5,78103.5,75000
"90607",1460384373,"RED (R3D) Children's Picture Book","Children's Books","Publishing","GBP","10/30/2017",5500,"9/30/2017 22:57",280,"failed",13,"GB",309.92,367.05,7209.99
"230709",24275256,"Lights Out in Blackham","Documentary","Film & Video","USD","3/24/2011",3000,"2/22/2011 4:18",3465,"successful",46,"US",3465,3465,3000
"190462",1969384302,"Sports & Fun Themed Bandanas & Doo Rags","Ready-to-wear","Fashion","USD","8/8/2014",1000,"7/9/2014 23:17",15,"failed",2,"US",15,15,1000
"267314",42996869,"Rogue Legend 2","Video Games","Games","CAD","1/3/2015",5000,"12/4/2014 23:51",6000,"successful",151,"CA",5271.27,5076.14,4230.12
"269622",441924370,"Waggit: Wearable Health Tech for Man’s Best Friend","Hardware","Technology","USD","12/1/2017",25000,"10/10/2017 14:44",124498,"successful",547,"US",68214,124498,25000
"358777",897768530,"THE CLEAN HOUSE by Sarah Ruhl","Theater","Theater","USD","7/22/2013",4000,"6/22/2013 0:22",4244,"successful",62,"US",4244,4244,4000
"241652",299054506,"English Bulldog Calendar","Animals","Photography","USD","10/30/2014",750,"9/30/2014 2:08",6,"failed",2,"US",6,6,750
"56492",1287372333,"Print Release of Blue Diamond Delivery","Fiction","Publishing","USD","6/23/2013",350,"6/5/2013 0:38",485,"successful",7,"US",485,485,350
"349607",851260785,"The Affiliates Apparel Co.","Apparel","Fashion","USD","11/25/2015",5000,"10/26/2015 15:52",70,"failed",3,"US",70,70,5000
"26944",1136872309,"Deaf Publisher/Author of Four Book series","Children's Books","Publishing","USD","12/29/2017",10000,"11/27/2017 21:30",26,"failed",2,"US",0,26,10000
"177592",1903447110,"Meet4acoffee, The Social Recovery Network","Apps","Technology","GBP","5/17/2017",4400,"4/25/2017 21:43",371,"canceled",10,"GB",257.11,482.77,5725.59
"259139",387841649,"Looking Glass Genesis","Art","Art","USD","9/18/2014",20000,"8/26/2014 1:28",504,"failed",10,"US",504,504,20000
"287817",53440877,"Captain Moroni’s Spy Cards (Relaunch) (Canceled)","Tabletop Games","Games","USD","3/25/2016",25000,"2/24/2016 19:01",1092,"canceled",25,"US",1092,1092,25000
"339316",798426428,"Fabulous, sustainable, leather bags","Accessories","Fashion","AUD","11/12/2016",15000,"10/13/2016 14:22",15461,"successful",37,"AU",0,11431.42,11090.57
"42149",1214538871,"Classic Fantasy Football Drafts","Games","Games","USD","7/29/2015",1000,"6/29/2015 18:47",185,"failed",4,"US",185,185,1000
"222070",2131396168,"8 City Art Gallery Tour-In 8 Weeks","Photography","Photography","USD","3/8/2012",34500,"2/7/2012 2:42",310,"failed",5,"US",310,310,34500
"116051",1589313190,"""ULed"" - Your powerful LED flashlight","Design","Design","USD","8/23/2016",25000,"7/6/2016 22:26",48248,"suspended",217,"US",24452,48248,25000
"164332",1836228868,"The Grrrl has a new album called 'Through Ruinous Woods' but... ","Music","Music","USD","8/1/2010",178,"6/15/2010 19:00",185,"successful",4,"US",185,185,178
"292390",558006581,"Project Euclid's Elements for Beginners","Nonfiction","Publishing","USD","2/10/2014",3000,"1/1/2014 3:23",730,"failed",17,"US",730,730,3000
"362650",917788438,"Www.Jot.Academy - Help grow the FREE Education Tool For ALL!","Apps","Technology","USD","2/5/2017",50000,"1/6/2017 17:37",50,"failed",1,"US",50,50,50000
"252269",353061087,"The Art of Eclipse: The Well and the Black Sea","Art Books","Publishing","USD","1/12/2014",40000,"12/2/2013 22:48",70629,"successful",702,"US",70629,70629,40000
"148019",1752296895,"Taiyemi - THE AGELESS ONE CONCERT","Music","Music","GBP","7/1/2014",5000,"5/6/2014 0:29",200,"failed",4,"GB",337.49,342.87,8571.77
